holiday,workingday,weather,temp,atemp,humidity,windspeed,month,day,time,fall,spring,summer,winter,predicted_demand
0,0,2,0.82,0.76,48,19.9995,1,22,4,0.0,1.0,0.0,0.0,3
0,0,2,0.82,1.515,44,15.0013,1,22,6,0.0,1.0,0.0,0.0,6
0,0,1,0.82,0.76,44,19.0012,1,22,7,0.0,1.0,0.0,0.0,32
0,0,1,0.82,0.0,44,22.0028,1,22,8,0.0,1.0,0.0,0.0,62
0,0,1,1.64,1.515,41,16.9979,1,22,9,0.0,1.0,0.0,0.0,75
0,0,2,1.64,3.03,41,11.0014,1,22,10,0.0,1.0,0.0,0.0,121
0,0,2,2.46,3.79,38,8.9981,1,22,11,0.0,1.0,0.0,0.0,123
0,0,2,2.46,5.305,38,7.0015,1,22,12,0.0,1.0,0.0,0.0,123
0,0,1,3.28,8.335,35,0.0,1,22,13,0.0,1.0,0.0,0.0,125
0,0,1,4.1,6.82,33,7.0015,1,22,14,0.0,1.0,0.0,0.0,127
0,0,1,4.92,7.575,28,0.0,1,22,15,0.0,1.0,0.0,0.0,127
0,0,1,4.92,6.82,28,12.998,1,22,16,0.0,1.0,0.0,0.0,125
0,0,1,4.92,9.85,28,0.0,1,22,17,0.0,1.0,0.0,0.0,119
0,0,1,3.28,4.545,35,12.998,1,22,18,0.0,1.0,0.0,0.0,114
0,0,1,3.28,5.305,35,8.9981,1,22,19,0.0,1.0,0.0,0.0,104
0,0,1,2.46,3.79,45,11.0014,1,22,20,0.0,1.0,0.0,0.0,61
0,0,1,2.46,5.305,41,6.0032,1,22,21,0.0,1.0,0.0,0.0,57
0,0,1,2.46,7.575,49,0.0,1,22,22,0.0,1.0,0.0,0.0,43
0,0,1,1.64,3.79,57,7.0015,1,22,23,0.0,1.0,0.0,0.0,22
0,0,1,1.64,3.79,57,7.0015,1,23,0,0.0,1.0,0.0,0.0,38
0,0,1,1.64,3.79,57,7.0015,1,23,1,0.0,1.0,0.0,0.0,32
0,0,1,0.82,3.03,62,8.9981,1,23,2,0.0,1.0,0.0,0.0,27
0,0,1,0.82,3.03,62,8.9981,1,23,3,0.0,1.0,0.0,0.0,17
0,0,2,1.64,3.79,57,7.0015,1,23,5,0.0,1.0,0.0,0.0,3
0,0,2,1.64,3.79,57,7.0015,1,23,6,0.0,1.0,0.0,0.0,6
0,0,1,3.28,5.305,58,11.0014,1,23,7,0.0,1.0,0.0,0.0,26
0,0,1,2.46,3.79,62,11.0014,1,23,8,0.0,1.0,0.0,0.0,53
0,0,1,4.1,3.79,54,23.9994,1,23,9,0.0,1.0,0.0,0.0,76
0,0,1,5.74,5.305,46,26.0027,1,23,10,0.0,1.0,0.0,0.0,122
0,0,1,5.74,6.82,43,15.0013,1,23,11,0.0,1.0,0.0,0.0,118
0,0,1,6.56,6.06,37,31.0009,1,23,12,0.0,1.0,0.0,0.0,131
0,0,1,5.74,5.305,33,26.0027,1,23,13,0.0,1.0,0.0,0.0,135
0,0,1,6.56,6.82,28,23.9994,1,23,14,0.0,1.0,0.0,0.0,135
0,0,1,6.56,6.82,28,23.9994,1,23,15,0.0,1.0,0.0,0.0,135
0,0,1,6.56,6.82,26,22.0028,1,23,16,0.0,1.0,0.0,0.0,132
0,0,1,5.74,5.305,26,26.0027,1,23,17,0.0,1.0,0.0,0.0,129
0,0,1,4.92,6.06,30,16.9979,1,23,18,0.0,1.0,0.0,0.0,118
0,0,1,4.92,6.06,30,19.0012,1,23,19,0.0,1.0,0.0,0.0,113
0,0,1,4.1,5.305,36,16.9979,1,23,20,0.0,1.0,0.0,0.0,70
0,0,1,4.1,5.305,36,12.998,1,23,21,0.0,1.0,0.0,0.0,59
0,0,1,3.28,4.545,38,12.998,1,23,22,0.0,1.0,0.0,0.0,47
0,0,1,2.46,3.03,41,15.0013,1,23,23,0.0,1.0,0.0,0.0,27
0,1,1,2.46,3.03,41,12.998,1,24,0,0.0,1.0,0.0,0.0,12
0,1,1,1.64,2.275,45,12.998,1,24,1,0.0,1.0,0.0,0.0,5
0,1,1,1.64,1.515,45,16.9979,1,24,3,0.0,1.0,0.0,0.0,2
0,1,1,0.82,3.03,48,8.9981,1,24,4,0.0,1.0,0.0,0.0,2
0,1,1,0.82,3.03,48,8.9981,1,24,5,0.0,1.0,0.0,0.0,11
0,1,1,0.82,3.79,48,6.0032,1,24,6,0.0,1.0,0.0,0.0,48
0,1,1,0.82,6.06,48,0.0,1,24,7,0.0,1.0,0.0,0.0,137
0,1,1,1.64,6.82,49,0.0,1,24,8,0.0,1.0,0.0,0.0,270
0,1,1,2.46,7.575,41,0.0,1,24,9,0.0,1.0,0.0,0.0,164
0,1,1,4.1,6.82,42,0.0,1,24,10,0.0,1.0,0.0,0.0,89
0,1,1,4.1,6.06,46,8.9981,1,24,11,0.0,1.0,0.0,0.0,86
0,1,2,4.92,6.82,42,12.998,1,24,12,0.0,1.0,0.0,0.0,89
0,1,2,5.74,6.82,43,15.0013,1,24,13,0.0,1.0,0.0,0.0,87
0,1,2,5.74,6.82,46,15.0013,1,24,14,0.0,1.0,0.0,0.0,87
0,1,1,6.56,8.335,40,11.0014,1,24,15,0.0,1.0,0.0,0.0,88
0,1,1,6.56,7.575,47,16.9979,1,24,16,0.0,1.0,0.0,0.0,93
0,1,1,5.74,6.06,50,16.9979,1,24,17,0.0,1.0,0.0,0.0,146
0,1,1,5.74,6.82,59,12.998,1,24,18,0.0,1.0,0.0,0.0,144
0,1,1,5.74,7.575,54,11.0014,1,24,19,0.0,1.0,0.0,0.0,124
0,1,1,5.74,6.82,59,12.998,1,24,20,0.0,1.0,0.0,0.0,73
0,1,1,5.74,7.575,63,11.0014,1,24,21,0.0,1.0,0.0,0.0,62
0,1,2,5.74,6.82,63,15.0013,1,24,22,0.0,1.0,0.0,0.0,42
0,1,2,6.56,7.575,64,16.9979,1,24,23,0.0,1.0,0.0,0.0,33
0,1,2,6.56,6.82,69,19.0012,1,25,0,0.0,1.0,0.0,0.0,11
0,1,2,6.56,8.335,69,11.0014,1,25,1,0.0,1.0,0.0,0.0,5
0,1,1,6.56,7.575,69,15.0013,1,25,2,0.0,1.0,0.0,0.0,3
0,1,1,5.74,8.335,74,7.0015,1,25,4,0.0,1.0,0.0,0.0,2
0,1,1,5.74,6.82,74,15.0013,1,25,5,0.0,1.0,0.0,0.0,11
0,1,1,6.56,9.09,74,7.0015,1,25,6,0.0,1.0,0.0,0.0,50
0,1,1,6.56,7.575,74,15.0013,1,25,7,0.0,1.0,0.0,0.0,138
0,1,2,6.56,9.09,74,8.9981,1,25,8,0.0,1.0,0.0,0.0,293
0,1,2,8.2,11.365,64,6.0032,1,25,9,0.0,1.0,0.0,0.0,178
0,1,2,9.02,12.12,60,7.0015,1,25,10,0.0,1.0,0.0,0.0,85
0,1,2,9.84,12.12,60,8.9981,1,25,11,0.0,1.0,0.0,0.0,106
0,1,2,10.66,14.395,56,6.0032,1,25,12,0.0,1.0,0.0,0.0,125
0,1,2,10.66,13.635,56,8.9981,1,25,13,0.0,1.0,0.0,0.0,122
0,1,2,12.3,16.665,45,0.0,1,25,14,0.0,1.0,0.0,0.0,137
0,1,2,13.12,17.425,42,0.0,1,25,15,0.0,1.0,0.0,0.0,148
0,1,2,13.12,17.425,42,0.0,1,25,16,0.0,1.0,0.0,0.0,152
0,1,1,12.3,16.665,45,0.0,1,25,17,0.0,1.0,0.0,0.0,244
0,1,2,12.3,15.91,49,6.0032,1,25,18,0.0,1.0,0.0,0.0,208
0,1,2,10.66,12.88,65,11.0014,1,25,19,0.0,1.0,0.0,0.0,178
0,1,1,9.84,11.365,65,12.998,1,25,20,0.0,1.0,0.0,0.0,107
0,1,1,9.84,11.365,65,12.998,1,25,21,0.0,1.0,0.0,0.0,84
0,1,1,9.02,11.365,64,11.0014,1,25,22,0.0,1.0,0.0,0.0,52
0,1,2,9.02,11.365,64,11.0014,1,25,23,0.0,1.0,0.0,0.0,31
0,1,2,9.02,11.365,69,8.9981,1,26,0,0.0,1.0,0.0,0.0,13
0,1,2,9.84,12.12,65,8.9981,1,26,1,0.0,1.0,0.0,0.0,5
0,1,3,9.02,11.365,69,12.998,1,26,2,0.0,1.0,0.0,0.0,4
0,1,3,8.2,9.09,86,19.0012,1,26,5,0.0,1.0,0.0,0.0,10
0,1,3,8.2,9.09,86,19.0012,1,26,6,0.0,1.0,0.0,0.0,54
0,1,3,9.02,10.605,87,19.9995,1,26,7,0.0,1.0,0.0,0.0,159
0,1,3,9.02,10.605,87,19.9995,1,26,8,0.0,1.0,0.0,0.0,263
0,1,3,9.02,10.605,87,19.9995,1,26,9,0.0,1.0,0.0,0.0,167
0,1,3,9.02,10.605,93,19.0012,1,26,10,0.0,1.0,0.0,0.0,84
0,1,3,9.02,9.85,93,22.0028,1,26,11,0.0,1.0,0.0,0.0,85
0,1,3,9.02,9.85,93,22.0028,1,26,12,0.0,1.0,0.0,0.0,85
0,1,3,9.02,9.85,93,22.0028,1,26,13,0.0,1.0,0.0,0.0,85
0,1,3,9.02,9.85,93,23.9994,1,26,14,0.0,1.0,0.0,0.0,85
0,1,3,9.02,9.09,93,31.0009,1,26,15,0.0,1.0,0.0,0.0,85
0,1,4,9.02,9.85,93,22.0028,1,26,16,0.0,1.0,0.0,0.0,95
0,1,3,8.2,9.09,93,23.9994,1,26,17,0.0,1.0,0.0,0.0,160
0,1,1,9.02,11.365,55,12.998,1,27,16,0.0,1.0,0.0,0.0,95
0,1,1,9.02,12.12,55,7.0015,1,27,17,0.0,1.0,0.0,0.0,157
0,1,1,8.2,11.365,69,6.0032,1,27,18,0.0,1.0,0.0,0.0,154
0,1,1,8.2,11.365,69,6.0032,1,27,19,0.0,1.0,0.0,0.0,135
0,1,1,7.38,10.605,74,6.0032,1,27,20,0.0,1.0,0.0,0.0,77
0,1,1,7.38,10.605,74,6.0032,1,27,21,0.0,1.0,0.0,0.0,61
0,1,1,7.38,10.605,74,6.0032,1,27,22,0.0,1.0,0.0,0.0,49
0,1,1,7.38,9.85,80,11.0014,1,27,23,0.0,1.0,0.0,0.0,31
0,1,2,8.2,10.605,75,8.9981,1,28,0,0.0,1.0,0.0,0.0,13
0,1,2,8.2,10.605,75,8.9981,1,28,1,0.0,1.0,0.0,0.0,6
0,1,2,8.2,10.605,75,11.0014,1,28,2,0.0,1.0,0.0,0.0,3
0,1,2,8.2,11.365,75,7.0015,1,28,3,0.0,1.0,0.0,0.0,2
0,1,2,7.38,10.605,80,7.0015,1,28,5,0.0,1.0,0.0,0.0,14
0,1,2,7.38,9.85,80,8.9981,1,28,6,0.0,1.0,0.0,0.0,59
0,1,2,6.56,9.85,86,6.0032,1,28,7,0.0,1.0,0.0,0.0,156
0,1,2,6.56,9.85,86,6.0032,1,28,8,0.0,1.0,0.0,0.0,300
0,1,3,7.38,10.605,86,6.0032,1,28,9,0.0,1.0,0.0,0.0,174
0,1,3,7.38,10.605,86,7.0015,1,28,10,0.0,1.0,0.0,0.0,83
0,1,3,7.38,10.605,93,7.0015,1,28,11,0.0,1.0,0.0,0.0,83
0,1,3,7.38,10.605,93,7.0015,1,28,12,0.0,1.0,0.0,0.0,83
0,1,3,7.38,10.605,93,7.0015,1,28,13,0.0,1.0,0.0,0.0,83
0,1,3,9.02,13.635,80,0.0,1,28,14,0.0,1.0,0.0,0.0,84
0,1,2,8.2,12.88,86,0.0,1,28,15,0.0,1.0,0.0,0.0,83
0,1,1,9.02,13.635,80,0.0,1,28,16,0.0,1.0,0.0,0.0,93
0,1,1,9.84,12.12,75,8.9981,1,28,17,0.0,1.0,0.0,0.0,174
0,1,1,9.84,11.365,75,12.998,1,28,18,0.0,1.0,0.0,0.0,179
0,1,2,9.84,12.12,75,8.9981,1,28,19,0.0,1.0,0.0,0.0,158
0,1,2,9.84,11.365,70,12.998,1,28,20,0.0,1.0,0.0,0.0,106
0,1,2,9.02,11.365,75,8.9981,1,28,21,0.0,1.0,0.0,0.0,71
0,1,1,9.84,10.605,65,23.9994,1,28,22,0.0,1.0,0.0,0.0,66
0,1,1,9.84,11.365,60,15.0013,1,28,23,0.0,1.0,0.0,0.0,41
0,0,1,9.02,9.85,64,23.9994,1,29,0,0.0,1.0,0.0,0.0,41
0,0,1,9.02,11.365,64,12.998,1,29,1,0.0,1.0,0.0,0.0,33
0,0,1,9.02,11.365,64,11.0014,1,29,2,0.0,1.0,0.0,0.0,26
0,0,1,8.2,10.605,64,8.9981,1,29,3,0.0,1.0,0.0,0.0,17
0,0,1,6.56,9.09,69,7.0015,1,29,4,0.0,1.0,0.0,0.0,4
0,0,1,6.56,9.09,64,8.9981,1,29,6,0.0,1.0,0.0,0.0,6
0,0,1,6.56,9.09,59,7.0015,1,29,7,0.0,1.0,0.0,0.0,24
0,0,1,7.38,9.85,55,11.0014,1,29,8,0.0,1.0,0.0,0.0,54
0,0,1,7.38,10.605,59,6.0032,1,29,9,0.0,1.0,0.0,0.0,71
0,0,2,7.38,10.605,64,7.0015,1,29,10,0.0,1.0,0.0,0.0,112
0,0,2,7.38,9.85,64,8.9981,1,29,11,0.0,1.0,0.0,0.0,112
0,0,2,8.2,9.85,59,12.998,1,29,12,0.0,1.0,0.0,0.0,114
0,0,2,9.02,11.365,55,11.0014,1,29,13,0.0,1.0,0.0,0.0,120
0,0,2,9.02,11.365,60,8.9981,1,29,14,0.0,1.0,0.0,0.0,120
0,0,1,9.02,10.605,69,16.9979,1,29,15,0.0,1.0,0.0,0.0,121
0,0,1,9.84,12.12,60,11.0014,1,29,16,0.0,1.0,0.0,0.0,150
0,0,1,9.84,14.395,60,0.0,1,29,17,0.0,1.0,0.0,0.0,139
0,0,1,9.02,11.365,69,8.9981,1,29,18,0.0,1.0,0.0,0.0,123
0,0,2,9.02,10.605,69,16.9979,1,29,19,0.0,1.0,0.0,0.0,117
0,0,1,7.38,10.605,74,6.0032,1,29,20,0.0,1.0,0.0,0.0,65
0,0,1,7.38,10.605,74,6.0032,1,29,21,0.0,1.0,0.0,0.0,52
0,0,1,6.56,9.85,80,6.0032,1,29,22,0.0,1.0,0.0,0.0,45
0,0,1,6.56,9.85,80,6.0032,1,29,23,0.0,1.0,0.0,0.0,29
0,0,1,6.56,9.09,80,7.0015,1,30,0,0.0,1.0,0.0,0.0,43
0,0,1,5.74,10.605,80,0.0,1,30,1,0.0,1.0,0.0,0.0,32
0,0,1,6.56,11.365,80,0.0,1,30,2,0.0,1.0,0.0,0.0,26
0,0,1,5.74,10.605,93,0.0,1,30,3,0.0,1.0,0.0,0.0,15
0,0,1,5.74,10.605,93,0.0,1,30,4,0.0,1.0,0.0,0.0,5
0,0,1,5.74,10.605,86,0.0,1,30,5,0.0,1.0,0.0,0.0,4
0,0,1,5.74,10.605,86,0.0,1,30,7,0.0,1.0,0.0,0.0,25
0,0,2,5.74,10.605,86,0.0,1,30,8,0.0,1.0,0.0,0.0,54
0,0,2,6.56,11.365,80,0.0,1,30,9,0.0,1.0,0.0,0.0,77
0,0,2,7.38,12.12,80,0.0,1,30,10,0.0,1.0,0.0,0.0,115
0,0,1,9.02,13.635,75,0.0,1,30,11,0.0,1.0,0.0,0.0,122
0,0,1,12.3,15.91,52,7.0015,1,30,12,0.0,1.0,0.0,0.0,184
0,0,1,11.48,14.395,61,7.0015,1,30,13,0.0,1.0,0.0,0.0,172
0,0,1,11.48,15.15,61,6.0032,1,30,14,0.0,1.0,0.0,0.0,176
0,0,1,12.3,16.665,56,0.0,1,30,15,0.0,1.0,0.0,0.0,185
0,0,1,12.3,16.665,56,0.0,1,30,16,0.0,1.0,0.0,0.0,185
0,0,1,12.3,14.395,56,12.998,1,30,17,0.0,1.0,0.0,0.0,149
0,0,1,10.66,12.88,65,11.0014,1,30,18,0.0,1.0,0.0,0.0,138
0,0,1,10.66,12.88,65,12.998,1,30,19,0.0,1.0,0.0,0.0,125
0,0,2,10.66,13.635,65,7.0015,1,30,20,0.0,1.0,0.0,0.0,81
0,0,2,9.84,12.12,70,11.0014,1,30,21,0.0,1.0,0.0,0.0,65
0,0,2,9.84,11.365,70,12.998,1,30,22,0.0,1.0,0.0,0.0,59
0,0,2,9.84,10.605,65,19.0012,1,30,23,0.0,1.0,0.0,0.0,36
0,1,2,9.84,11.365,65,15.0013,1,31,0,0.0,1.0,0.0,0.0,14
0,1,1,9.02,10.605,64,16.9979,1,31,1,0.0,1.0,0.0,0.0,5
0,1,1,9.02,11.365,64,12.998,1,31,2,0.0,1.0,0.0,0.0,4
0,1,1,9.02,11.365,64,12.998,1,31,3,0.0,1.0,0.0,0.0,2
0,1,1,8.2,9.85,59,15.0013,1,31,4,0.0,1.0,0.0,0.0,2
0,1,1,7.38,8.335,64,19.0012,1,31,5,0.0,1.0,0.0,0.0,12
0,1,1,6.56,6.82,69,22.0028,1,31,6,0.0,1.0,0.0,0.0,56
0,1,2,6.56,6.82,64,19.0012,1,31,7,0.0,1.0,0.0,0.0,141
0,1,2,6.56,6.82,59,19.0012,1,31,8,0.0,1.0,0.0,0.0,274
0,1,2,6.56,6.82,59,19.9995,1,31,9,0.0,1.0,0.0,0.0,157
0,1,2,6.56,7.575,59,12.998,1,31,10,0.0,1.0,0.0,0.0,85
0,1,2,6.56,7.575,59,12.998,1,31,11,0.0,1.0,0.0,0.0,85
0,1,2,7.38,10.605,55,7.0015,1,31,12,0.0,1.0,0.0,0.0,84
0,1,2,6.56,11.365,59,0.0,1,31,13,0.0,1.0,0.0,0.0,85
0,1,2,7.38,9.85,55,8.9981,1,31,14,0.0,1.0,0.0,0.0,83
0,1,2,6.56,9.09,59,8.9981,1,31,15,0.0,1.0,0.0,0.0,83
0,1,2,6.56,9.09,56,12.998,1,31,16,0.0,1.0,0.0,0.0,91
0,1,2,6.56,7.575,59,12.998,1,31,17,0.0,1.0,0.0,0.0,143
0,1,2,6.56,7.575,55,15.0013,1,31,18,0.0,1.0,0.0,0.0,143
0,1,1,12.3,15.91,61,7.0015,1,31,19,0.0,1.0,0.0,0.0,195
0,1,3,6.56,8.335,59,11.0014,1,31,20,0.0,1.0,0.0,0.0,76
0,1,3,6.56,9.85,59,6.0032,1,31,21,0.0,1.0,0.0,0.0,58
0,1,2,6.56,9.09,59,7.0015,1,31,22,0.0,1.0,0.0,0.0,50
0,1,2,6.56,9.85,64,6.0032,1,31,23,0.0,1.0,0.0,0.0,27
0,0,1,10.66,10.605,35,30.0026,2,20,0,0.0,1.0,0.0,0.0,52
0,0,1,9.84,9.85,41,31.0009,2,20,1,0.0,1.0,0.0,0.0,38
0,0,1,9.84,9.85,41,36.9974,2,20,2,0.0,1.0,0.0,0.0,33
0,0,1,9.02,9.09,44,36.9974,2,20,3,0.0,1.0,0.0,0.0,15
0,0,1,9.02,9.09,44,36.9974,2,20,4,0.0,1.0,0.0,0.0,3
0,0,1,8.2,9.09,47,19.9995,2,20,6,0.0,1.0,0.0,0.0,6
0,0,1,7.38,8.335,51,16.9979,2,20,7,0.0,1.0,0.0,0.0,26
0,0,1,8.2,11.365,51,7.0015,2,20,8,0.0,1.0,0.0,0.0,57
0,0,1,9.02,10.605,47,19.0012,2,20,9,0.0,1.0,0.0,0.0,82
0,0,2,10.66,12.88,41,12.998,2,20,10,0.0,1.0,0.0,0.0,175
0,0,2,12.3,15.15,33,11.0014,2,20,11,0.0,1.0,0.0,0.0,188
0,0,1,12.3,15.91,33,7.0015,2,20,12,0.0,1.0,0.0,0.0,196
0,0,1,13.94,16.665,29,0.0,2,20,13,0.0,1.0,0.0,0.0,206
0,0,1,14.76,17.425,27,11.0014,2,20,14,0.0,1.0,0.0,0.0,209
0,0,1,14.76,18.18,27,6.0032,2,20,15,0.0,1.0,0.0,0.0,210
0,0,1,14.76,18.18,29,6.0032,2,20,16,0.0,1.0,0.0,0.0,207
0,0,1,13.94,17.425,33,11.0014,2,20,17,0.0,1.0,0.0,0.0,182
0,0,2,13.94,16.665,36,8.9981,2,20,18,0.0,1.0,0.0,0.0,200
0,0,2,13.94,16.665,36,8.9981,2,20,19,0.0,1.0,0.0,0.0,183
0,0,2,13.94,18.18,42,0.0,2,20,20,0.0,1.0,0.0,0.0,129
0,0,2,13.12,17.425,53,0.0,2,20,21,0.0,1.0,0.0,0.0,92
0,0,2,13.12,15.15,57,15.0013,2,20,22,0.0,1.0,0.0,0.0,65
0,0,2,12.3,15.15,61,11.0014,2,20,23,0.0,1.0,0.0,0.0,47
1,0,2,13.94,15.15,42,22.0028,2,21,0,0.0,1.0,0.0,0.0,59
1,0,2,13.94,15.15,42,22.0028,2,21,1,0.0,1.0,0.0,0.0,43
1,0,2,13.94,15.15,42,22.0028,2,21,2,0.0,1.0,0.0,0.0,26
1,0,2,13.94,15.15,42,19.9995,2,21,3,0.0,1.0,0.0,0.0,9
1,0,1,13.12,15.91,45,11.0014,2,21,4,0.0,1.0,0.0,0.0,4
1,0,2,13.94,18.18,36,0.0,2,21,5,0.0,1.0,0.0,0.0,6
1,0,2,17.22,21.21,26,19.9995,2,21,6,0.0,1.0,0.0,0.0,26
1,0,2,17.22,21.21,26,19.0012,2,21,7,0.0,1.0,0.0,0.0,155
1,0,2,13.12,15.15,57,19.9995,2,21,8,0.0,1.0,0.0,0.0,80
1,0,2,13.12,15.15,57,19.0012,2,21,9,0.0,1.0,0.0,0.0,146
1,0,2,13.12,15.15,57,16.9979,2,21,10,0.0,1.0,0.0,0.0,174
1,0,2,13.12,16.665,57,7.0015,2,21,11,0.0,1.0,0.0,0.0,187
1,0,2,13.12,15.91,66,12.998,2,21,12,0.0,1.0,0.0,0.0,182
1,0,3,12.3,13.635,81,22.0028,2,21,13,0.0,1.0,0.0,0.0,158
1,0,2,13.12,15.15,76,16.9979,2,21,14,0.0,1.0,0.0,0.0,168
1,0,2,12.3,13.635,70,30.0026,2,21,15,0.0,1.0,0.0,0.0,182
1,0,3,11.48,12.12,75,27.9993,2,21,16,0.0,1.0,0.0,0.0,166
1,0,2,11.48,12.88,75,26.0027,2,21,17,0.0,1.0,0.0,0.0,151
1,0,2,9.84,10.605,87,23.9994,2,21,18,0.0,1.0,0.0,0.0,150
1,0,2,9.84,10.605,87,23.9994,2,21,19,0.0,1.0,0.0,0.0,142
1,0,3,9.84,10.605,81,26.0027,2,21,20,0.0,1.0,0.0,0.0,86
1,0,3,9.02,9.85,75,30.0026,2,21,21,0.0,1.0,0.0,0.0,61
1,0,3,8.2,8.335,75,27.9993,2,21,22,0.0,1.0,0.0,0.0,52
1,0,3,8.2,8.335,75,27.9993,2,21,23,0.0,1.0,0.0,0.0,29
0,1,2,4.92,6.06,80,19.0012,2,22,6,0.0,1.0,0.0,0.0,52
0,1,2,4.92,6.06,80,19.0012,2,22,7,0.0,1.0,0.0,0.0,139
0,1,2,4.92,6.06,80,16.9979,2,22,8,0.0,1.0,0.0,0.0,275
0,1,2,5.74,6.06,74,16.9979,2,22,9,0.0,1.0,0.0,0.0,159
0,1,1,6.56,9.09,69,0.0,2,22,10,0.0,1.0,0.0,0.0,83
0,1,1,6.56,11.365,64,0.0,2,22,11,0.0,1.0,0.0,0.0,85
